"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
566,"N","15-49",1975,76165,"Jigawa"
566,"N","15-49",1975,151495,"Kaduna"
566,"N","15-49",1975,222515,"Kano"
566,"N","15-49",1975,143196,"Katsina"
566,"N","15-49",1975,56178,"Kebbi"
566,"N","15-49",1975,120858,"Kogi"
566,"N","15-49",1975,62313,"Kwara"
566,"N","15-49",1975,476861,"Lagos"
566,"N","15-49",1975,70084,"Nasarawa"
566,"N","15-49",1975,72638,"Niger"
566,"N","15-49",1975,124185,"Ogun"
566,"N","15-49",1975,139299,"Ondo"
566,"N","15-49",1975,116197,"Osun"
566,"N","15-49",1975,143610,"Oyo"
566,"N","15-49",1975,121215,"Plateau"
566,"N","15-49",1975,290236,"Rivers"
566,"N","15-49",1975,57362,"Sokoto"
566,"N","15-49",1975,72807,"Taraba"
566,"N","15-49",1975,47725,"Yobe"
566,"N","15-49",1975,53473,"Zamfara"
566,"Y","15-49",1975,199141,"Abia"
566,"Y","15-49",1975,236701,"Adamawa"
566,"Y","15-49",1975,205692,"Akwa Ibom"
566,"Y","15-49",1975,293808,"Anambra"
566,"Y","15-49",1975,404761,"Bauchi"
566,"Y","15-49",1975,103448,"Bayelsa"
566,"Y","15-49",1975,305605,"Benue"
566,"Y","15-49",1975,268748,"Borno"
566,"Y","15-49",1975,168890,"Cross River"
566,"Y","15-49",1975,249462,"Delta"
566,"Y","15-49",1975,97340,"Ebonyi"
566,"Y","15-49",1975,220166,"Edo"
566,"Y","15-49",1975,174366,"Ekiti"
566,"Y","15-49",1975,212176,"Enugu"
566,"Y","15-49",1975,22853,"Abuja"
566,"Y","15-49",1975,142956,"Gombe"
566,"Y","15-49",1975,242456,"Imo"
566,"Y","15-49",1975,393121,"Jigawa"
566,"Y","15-49",1975,577199,"Kaduna"
566,"Y","15-49",1975,764249,"Kano"
566,"Y","15-49",1975,495785,"Katsina"
566,"Y","15-49",1975,277820,"Kebbi"
566,"Y","15-49",1975,227837,"Kogi"
566,"Y","15-49",1975,152558,"Kwara"
566,"Y","15-49",1975,629545,"Lagos"
566,"Y","15-49",1975,126011,"Nasarawa"
566,"Y","15-49",1975,322351,"Niger"
566,"Y","15-49",1975,256283,"Ogun"
566,"Y","15-49",1975,223743,"Ondo"
566,"Y","15-49",1975,232323,"Osun"
566,"Y","15-49",1975,448109,"Oyo"
566,"Y","15-49",1975,227305,"Plateau"
566,"Y","15-49",1975,365072,"Rivers"
566,"Y","15-49",1975,334723,"Sokoto"
566,"Y","15-49",1975,142216,"Taraba"
566,"Y","15-49",1975,143787,"Yobe"
566,"Y","15-49",1975,280525,"Zamfara"
566,"N","15-49",1976,138145,"Abia"
566,"N","15-49",1976,108627,"Adamawa"
566,"N","15-49",1976,198201,"Akwa Ibom"
566,"N","15-49",1976,190146,"Anambra"
566,"N","15-49",1976,76389,"Bauchi"
566,"N","15-49",1976,56481,"Bayelsa"
566,"N","15-49",1976,170860,"Benue"
566,"N","15-49",1976,148681,"Borno"
566,"N","15-49",1976,139371,"Cross River"
566,"N","15-49",1976,176189,"Delta"
566,"N","15-49",1976,70843,"Ebonyi"
566,"N","15-49",1976,111943,"Edo"
566,"N","15-49",1976,81451,"Ekiti"
566,"N","15-49",1976,200034,"Enugu"
566,"N","15-49",1976,14270,"Abuja"
566,"N","15-49",1976,43257,"Gombe"
566,"N","15-49",1976,176319,"Imo"
566,"N","15-49",1976,77949,"Jigawa"
566,"N","15-49",1976,155039,"Kaduna"
566,"N","15-49",1976,227726,"Kano"
566,"N","15-49",1976,146206,"Katsina"
566,"N","15-49",1976,57495,"Kebbi"
566,"N","15-49",1976,123688,"Kogi"
566,"N","15-49",1976,64288,"Kwara"
566,"N","15-49",1976,488013,"Lagos"
566,"N","15-49",1976,71726,"Nasarawa"
566,"N","15-49",1976,74340,"Niger"
566,"N","15-49",1976,127094,"Ogun"
566,"N","15-49",1976,142563,"Ondo"
566,"N","15-49",1976,118919,"Osun"
566,"N","15-49",1976,146975,"Oyo"
566,"N","15-49",1976,124055,"Plateau"
566,"N","15-49",1976,297449,"Rivers"
566,"N","15-49",1976,58706,"Sokoto"
566,"N","15-49",1976,74513,"Taraba"
566,"N","15-49",1976,48843,"Yobe"
566,"N","15-49",1976,54726,"Zamfara"
566,"Y","15-49",1976,203799,"Abia"
566,"Y","15-49",1976,242237,"Adamawa"
566,"Y","15-49",1976,212069,"Akwa Ibom"
566,"Y","15-49",1976,300679,"Anambra"
566,"Y","15-49",1976,414226,"Bauchi"
566,"Y","15-49",1976,105868,"Bayelsa"
566,"Y","15-49",1976,312752,"Benue"
566,"Y","15-49",1976,275032,"Borno"
566,"Y","15-49",1976,172839,"Cross River"
566,"Y","15-49",1976,255330,"Delta"
566,"Y","15-49",1976,99616,"Ebonyi"
566,"Y","15-49",1976,223516,"Edo"
566,"Y","15-49",1976,178443,"Ekiti"
566,"Y","15-49",1976,217138,"Enugu"
566,"Y","15-49",1976,24837,"Abuja"
566,"Y","15-49",1976,146299,"Gombe"
566,"Y","15-49",1976,248137,"Imo"
566,"Y","15-49",1976,402326,"Jigawa"
566,"Y","15-49",1976,590697,"Kaduna"
566,"Y","15-49",1976,782145,"Kano"
566,"Y","15-49",1976,506208,"Katsina"
566,"Y","15-49",1976,284329,"Kebbi"
566,"Y","15-49",1976,233173,"Kogi"
566,"Y","15-49",1976,157394,"Kwara"
566,"Y","15-49",1976,644268,"Lagos"
566,"Y","15-49",1976,128963,"Nasarawa"
566,"Y","15-49",1976,329904,"Niger"
566,"Y","15-49",1976,262288,"Ogun"
566,"Y","15-49",1976,228984,"Ondo"
566,"Y","15-49",1976,237767,"Osun"
566,"Y","15-49",1976,458608,"Oyo"
566,"Y","15-49",1976,232631,"Plateau"
566,"Y","15-49",1976,374146,"Rivers"
566,"Y","15-49",1976,342565,"Sokoto"
566,"Y","15-49",1976,145548,"Taraba"
566,"Y","15-49",1976,147156,"Yobe"
566,"Y","15-49",1976,287098,"Zamfara"
566,"N","15-49",1977,141423,"Abia"
566,"N","15-49",1977,111205,"Adamawa"
566,"N","15-49",1977,204546,"Akwa Ibom"
566,"N","15-49",1977,194657,"Anambra"
566,"N","15-49",1977,78201,"Bauchi"
566,"N","15-49",1977,57821,"Bayelsa"
566,"N","15-49",1977,174914,"Benue"
566,"N","15-49",1977,152208,"Borno"
566,"N","15-49",1977,142677,"Cross River"
566,"N","15-49",1977,180387,"Delta"
566,"N","15-49",1977,72523,"Ebonyi"
566,"N","15-49",1977,113782,"Edo"
566,"N","15-49",1977,83383,"Ekiti"
566,"N","15-49",1977,204780,"Enugu"
566,"N","15-49",1977,15508,"Abuja"
566,"N","15-49",1977,44283,"Gombe"
566,"N","15-49",1977,180524,"Imo"
566,"N","15-49",1977,79798,"Jigawa"
566,"N","15-49",1977,158717,"Kaduna"
566,"N","15-49",1977,233129,"Kano"
566,"N","15-49",1977,149329,"Katsina"
566,"N","15-49",1977,58866,"Kebbi"
566,"N","15-49",1977,126623,"Kogi"
566,"N","15-49",1977,66672,"Kwara"
566,"N","15-49",1977,499591,"Lagos"
566,"N","15-49",1977,73437,"Nasarawa"
566,"N","15-49",1977,76113,"Niger"
566,"N","15-49",1977,130126,"Ogun"
566,"N","15-49",1977,145963,"Ondo"
566,"N","15-49",1977,121755,"Osun"
566,"N","15-49",1977,150480,"Oyo"
566,"N","15-49",1977,127014,"Plateau"
566,"N","15-49",1977,304843,"Rivers"
566,"N","15-49",1977,60106,"Sokoto"
566,"N","15-49",1977,76290,"Taraba"
566,"N","15-49",1977,50008,"Yobe"
566,"N","15-49",1977,56031,"Zamfara"
566,"Y","15-49",1977,208634,"Abia"
566,"Y","15-49",1977,247984,"Adamawa"
566,"Y","15-49",1977,218856,"Akwa Ibom"
566,"Y","15-49",1977,307814,"Anambra"
566,"Y","15-49",1977,424055,"Bauchi"
566,"Y","15-49",1977,108380,"Bayelsa"
566,"Y","15-49",1977,320172,"Benue"
566,"Y","15-49",1977,281558,"Borno"
566,"Y","15-49",1977,176940,"Cross River"
566,"Y","15-49",1977,261414,"Delta"
566,"Y","15-49",1977,101980,"Ebonyi"
566,"Y","15-49",1977,227190,"Edo"
566,"Y","15-49",1977,182677,"Ekiti"
566,"Y","15-49",1977,222289,"Enugu"
566,"Y","15-49",1977,26990,"Abuja"
566,"Y","15-49",1977,149770,"Gombe"
566,"Y","15-49",1977,254055,"Imo"
566,"Y","15-49",1977,411872,"Jigawa"
566,"Y","15-49",1977,604712,"Kaduna"
566,"Y","15-49",1977,800702,"Kano"
566,"Y","15-49",1977,517021,"Katsina"
566,"Y","15-49",1977,291110,"Kebbi"
566,"Y","15-49",1977,238705,"Kogi"
566,"Y","15-49",1977,163231,"Kwara"
566,"Y","15-49",1977,659554,"Lagos"
566,"Y","15-49",1977,132038,"Nasarawa"
566,"Y","15-49",1977,337772,"Niger"
566,"Y","15-49",1977,268543,"Ogun"
566,"Y","15-49",1977,234446,"Ondo"
566,"Y","15-49",1977,243438,"Osun"
566,"Y","15-49",1977,469546,"Oyo"
566,"Y","15-49",1977,238179,"Plateau"
566,"Y","15-49",1977,383445,"Rivers"
566,"Y","15-49",1977,350736,"Sokoto"
566,"Y","15-49",1977,149020,"Taraba"
566,"Y","15-49",1977,150665,"Yobe"
566,"Y","15-49",1977,293945,"Zamfara"
566,"N","15-49",1978,144830,"Abia"
566,"N","15-49",1978,113884,"Adamawa"
566,"N","15-49",1978,211087,"Akwa Ibom"
566,"N","15-49",1978,199347,"Anambra"
566,"N","15-49",1978,80085,"Bauchi"
566,"N","15-49",1978,59214,"Bayelsa"
566,"N","15-49",1978,179128,"Benue"
566,"N","15-49",1978,155875,"Borno"
566,"N","15-49",1978,146115,"Cross River"
566,"N","15-49",1978,184751,"Delta"
566,"N","15-49",1978,74271,"Ebonyi"
566,"N","15-49",1978,115667,"Edo"
566,"N","15-49",1978,85392,"Ekiti"
566,"N","15-49",1978,209713,"Enugu"
566,"N","15-49",1978,16851,"Abuja"
566,"N","15-49",1978,45350,"Gombe"
