"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"Y","15-49",1987,78560.1471375669,"Afar"
231,"Y","15-49",1987,1605612.72307784,"Amhara"
231,"Y","15-49",1987,81800.0844692518,"Benishangul"
231,"Y","15-49",1987,43572.6718712359,"Dire Dawa"
231,"Y","15-49",1987,30790.3165782063,"Gambela"
231,"Y","15-49",1987,20118.8150185437,"Harari"
231,"Y","15-49",1987,2819868.3968397,"Oromia"
231,"Y","15-49",1987,1439883.07723678,"SNNPR"
231,"Y","15-49",1987,347299.370288237,"Somali"
231,"Y","15-49",1987,452078.470328916,"Tigray"
231,"N","15-49",1988,194902.465157795,"Addis Adaba"
231,"N","15-49",1988,17571.0514023103,"Afar"
231,"N","15-49",1988,589551.188749288,"Amhara"
231,"N","15-49",1988,26055.870582757,"Benishangul"
231,"N","15-49",1988,23862.2826038748,"Dire Dawa"
231,"N","15-49",1988,12668.3953266095,"Gambela"
231,"N","15-49",1988,8667.9038802916,"Harari"
231,"N","15-49",1988,861111.303318591,"Oromia"
231,"N","15-49",1988,436624.667377693,"SNNPR"
231,"N","15-49",1988,112737.705209481,"Somali"
231,"N","15-49",1988,214368.166391308,"Tigray"
231,"Y","15-49",1988,258645.405035806,"Addis Adaba"
231,"Y","15-49",1988,80531.1889600931,"Afar"
231,"Y","15-49",1988,1645896.88678269,"Amhara"
231,"Y","15-49",1988,83852.414988602,"Benishangul"
231,"Y","15-49",1988,44665.8923106914,"Dire Dawa"
231,"Y","15-49",1988,31562.8329738056,"Gambela"
231,"Y","15-49",1988,20623.5878234085,"Harari"
231,"Y","15-49",1988,2890617.73663483,"Oromia"
231,"Y","15-49",1988,1476009.15220214,"SNNPR"
231,"Y","15-49",1988,356012.968833011,"Somali"
231,"Y","15-49",1988,463420.933454928,"Tigray"
231,"N","15-49",1989,205940.291691497,"Addis Adaba"
231,"N","15-49",1989,18566.1451136004,"Afar"
231,"N","15-49",1989,622938.984788113,"Amhara"
231,"N","15-49",1989,27531.4813681014,"Benishangul"
231,"N","15-49",1989,25213.6648753433,"Dire Dawa"
231,"N","15-49",1989,13385.839048844,"Gambela"
